Arrestee Type,Arrest Year,Arrest Date,Arrest Hour,CCN,Arrest Number#,Age,Defendant PSA,Defendant District,Defendant Race,Defendant Ethnicity,Defendant Sex,Arrest Category,Charge Description,Arrest Location PSA,Arrest Location District,Arrest Block GEOX,Arrest Block GEOY,Arrest Latitude,Arrest Longitude,Offense Location PSA,Offense Location District,Offense Block GEOX,Offense Block GEOY,Offense Latitude,Offense Longitude
Adult Arrest,2022,10/19/22,22,f9994eb3f4c71af674aba6bc4d84be1d4eea633a,bca5e44288c2dadbc16a55b0938c40a954e9a7c9,33,NA,NA,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,705,7D,400000,130400,38.841,-77,705,7D,400000,130400,38.841,-77
Adult Arrest,2022,10/19/22,22,91763e07a0f7555144a71f00fbe7590631709784,c33b84cd5224f3fdc175379ac40e5fbe93764727,22,704,7D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,704,7D,401900,130800,38.845,-76.978,704,7D,401900,130800,38.845,-76.978
Adult Arrest,2022,10/19/22,22,3d88d8220f563d9ad4b039ee080a46a6bd09ad3c,720720b8356ea5509adbf95957941422939ff8ff,37,708,7D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,706,7D,401400,129800,38.836,-76.984,706,7D,401400,129800,38.836,-76.984
Adult Arrest,2022,10/19/22,23,9ea1a0f18f18db7c6de39feff9534581a8c4436d,c1fdc2b96613d623e0fa49d457ee9dc39ff2d1b0,23,404,4D,BLACK,NOT HISPANIC,FEMALE,Damage to Property,Destruction Of Property - Misd,305,3D,397900,138700,38.916,-77.024,305,3D,397900,138700,38.917,-77.024
Adult Arrest,2022,10/19/22,23,0077a31c9d8a042ed9238b423b9829a751752c9b,cc7564aa9ccc0b05477d635852d3a887dca2a80a,21,104,1D,BLACK,NOT HISPANIC,MALE,Release Violations/Fugitive (Warr),Bench Warrant,702,7D,402600,131700,38.853,-76.97,102,1D,398400,136200,38.894,-77.019
Adult Arrest,2022,10/20/22,0,f360860565b2952edb5fbbf3a1320604dbe42743,9d789e3b95db25de4009c2841b63ec32d97154b9,31,NA,NA,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,507,5D,401500,136400,38.896,-76.983,507,5D,401500,136400,38.896,-76.983
Adult Arrest,2022,10/20/22,1,c9c439d90d5e89c6d320ff53d53c5d8f62dc1cb1,5c559dcd7a1046d31bcdb47a176fe9c3a769787d,23,102,1D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,405,4D,398600,140200,38.93,-77.016,405,4D,399600,140100,38.929,-77.005
Adult Arrest,2022,10/20/22,1,1447f0bc7c89deed59d4321e99a4cd5cdcf2413e,8ea9ff9cc0f258f665283c77e7f219b5d89dd9ad,34,NA,NA,WHITE,HISPANIC,MALE,Damage to Property,Destruction Of Property - Misd,208,2D,397000,137900,38.909,-77.034,106,1D,401300,134700,38.88,-76.985
Adult Arrest,2022,10/20/22,1,1ae242cbff04ba005be4b20e7bfa88ac8877e8d6,de57e737d595c5286177b16d83a381522e4c9874,24,702,7D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,702,7D,402800,132000,38.856,-76.968,702,7D,402800,132000,38.856,-76.968
Adult Arrest,2022,10/20/22,2,6cce0ebdf688fc2270f35bfe0baa5fe872e9b963,bd99f682bc13db6706d8ab185be7d114fd13b656,30,409,4D,WHITE,UNKNOWN,MALE,Driving/Boating While Intoxicated,Driving While Intoxicated (DWI),407,4D,399400,142900,38.954,-77.007,604,6D,399400,142900,38.954,-77.007
Adult Arrest,2022,10/20/22,6,e93c6e94a900c1136b12b5e759090e9ab67f86fb,26ca0b7e34b607c4ae0b9e702122a3b53cde39fc,39,NA,NA,BLACK,NOT HISPANIC,FEMALE,Theft,Theft Second Degree (all Other Larceny),302,3D,397200,140200,38.93,-77.032,302,3D,397300,140400,38.931,-77.032
Adult Arrest,2022,10/20/22,7,323bca08dd4044720709782063d30c7e701b9552,3aa93ad26a1b6628115ac6493e7e57a0dbdce652,31,NA,NA,WHITE,UNKNOWN,MALE,Release Violations/Fugitive (Warr),Fugitive From Justice,107,1D,402000,135100,38.883,-76.976,107,1D,402000,135100,38.883,-76.976
Adult Arrest,2022,10/20/22,7,701be78c4ed0dacf470c63c695b06c9c7fa095c5,8e91c912e96ceff0bc59466133bc0d0209d7a738,30,605,6D,BLACK,NOT HISPANIC,MALE,Release Violations/Fugitive (Fug),Tampering Of Gps Device,605,6D,404600,133100,38.866,-76.947,605,6D,404600,133100,38.866,-76.947
Adult Arrest,2022,10/20/22,7,35f6a4ca7612cdc9dc0addd17723c08508268b64,e01bc7419b20645446702f3c9d9b0490fc39e3df,29,NA,NA,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,705,7D,400100,130100,38.839,-76.999,705,7D,400100,130100,38.839,-76.999
Adult Arrest,2022,10/20/22,7,6c2bba6a698e1f741acecd65645627ca06deba6f,61505c6085a0959d45880e8a3af94cd5eb6f6f01,21,NA,NA,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,603,6D,403300,135100,38.883,-76.962,603,6D,403300,135100,38.883,-76.962
Adult Arrest,2022,10/20/22,7,2f390d1744e26fd4d0585254cd66324c49c9872e,cd5bae1884974e0b689e14e9c694af5d2cf4e724,41,702,7D,BLACK,NOT HISPANIC,FEMALE,Theft,Theft Second Degree (all Other Larceny),702,7D,402500,131900,38.855,-76.972,606,6D,402800,132400,38.86,-76.968
Adult Arrest,2022,10/20/22,7,21e0e538f89184b67d7130f82e27a3362c2d56c0,89e6286fcc6479bafc1af72956598d8f30ff009e,26,303,3D,BLACK,NOT HISPANIC,MALE,Release Violations/Fugitive (Warr),Bench Warrant,107,1D,402000,135100,38.883,-76.976,107,1D,402000,135100,38.883,-76.976
Adult Arrest,2022,10/20/22,8,2747967d33c11f0de0153ee54710919800641326,a10fd6a32e32283da218fe653b31cfe35b65be90,40,603,6D,BLACK,NOT HISPANIC,MALE,Offenses Against Family & Children,Contempt Of Cpo/tpo,603,6D,404600,135100,38.884,-76.947,604,6D,405200,135500,38.887,-76.94
Adult Arrest,2022,10/20/22,8,0b1de4825b7acf0627c47e29967a36364b08486f,3870ee50f2a82ea16ad8862750711b88f9bfa0fe,28,NA,NA,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,702,7D,402600,131900,38.855,-76.971,702,7D,402600,131900,38.855,-76.971
Adult Arrest,2022,10/20/22,9,5b9105250acd04cd4783433e9b1394289225c7ae,7291468994221409ae9c9e18aeb296b41dce9d8d,47,NA,NA,BLACK,NOT HISPANIC,MALE,Homicide,Murder I,105,1D,398900,134300,38.877,-77.013,308,3D,398900,138200,38.912,-77.013
Adult Arrest,2022,10/20/22,9,6cd87b4add8a048a93f6b3989a052838ab86ebf0,b9ff46e94d0d2839ec8d3c6d0efba15142613ba2,25,603,6D,BLACK,NOT HISPANIC,MALE,Release Violations/Fugitive (Warr),Failure To Appear (USAO),603,6D,404400,136200,38.893,-76.949,603,6D,404400,136200,38.893,-76.949
Adult Arrest,2022,10/20/22,9,5f5d4703ec41ee24d233944c7051799b981d4e2d,4ae3a2edd5dbf423bbbc74453026c2b288d7a8f9,23,NA,NA,BLACK,UNKNOWN,MALE,Homicide,Murder I,105,1D,398900,134300,38.877,-77.013,102,1D,398400,136200,38.894,-77.019
Adult Arrest,2022,10/20/22,10,c0aa5db1ea3c451c86615fe3bdd99daf10d63549,cee5d40c5c0ba29cbf29508292a4d007e65855df,22,NA,NA,BLACK,UNKNOWN,MALE,Release Violations/Fugitive (Warr),Fugitive From Justice,406,4D,399800,143400,38.958,-77.002,406,4D,399800,143400,38.958,-77.002
Adult Arrest,2022,10/20/22,10,c5d307fa87e05c2278e7310376ec035f5c6cc61c,57e9ce60676ac8633b626ec7f8f2c0ae51f05d09,36,703,7D,BLACK,NOT HISPANIC,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,706,7D,400900,129900,38.837,-76.99,706,7D,400900,129900,38.837,-76.99
Adult Arrest,2022,10/20/22,12,ca8f57fe477d42243910a3b885ce532e24bafd04,0dec2ec9d940b1f531ff793bd5e683e5b833648b,31,NA,NA,BLACK,NOT HISPANIC,MALE,Offenses Against Family & Children,Stalking,404,4D,397500,142200,38.948,-77.029,404,4D,397500,142200,38.948,-77.029
Adult Arrest,2022,10/20/22,13,7c2f60b8551d58d74703bd900665246fa5c5f15e,fecc67808a6c04d86f28a02a162ed61fcc607cc5,41,307,3D,BLACK,NOT HISPANIC,MALE,Theft,Theft Second Degree (theft From Building),102,1D,398400,136200,38.894,-77.019,204,2D,393600,139700,38.925,-77.074
Adult Arrest,2022,10/20/22,13,f8b45563e0080db9180bf165f55af744d57e73c3,52f7148fe6cfd7e3d78487ba13dd3ed62ca5b098,30,NA,NA,BLACK,NOT HISPANIC,MALE,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,101,1D,398100,136800,38.899,-77.022,101,1D,398100,136800,38.899,-77.022
Adult Arrest,2022,10/20/22,16,416c7584d8792f318838c3b14ae8158b75d05630,955d964a2404eff65ebfdac5aee18e9269da88dd,22,602,6D,BLACK,NOT HISPANIC,FEMALE,Offenses Against Family & Children,Second Degree Cruelty To Children- Abandonment,602,6D,406600,137400,38.904,-76.924,602,6D,406600,137400,38.904,-76.924
Adult Arrest,2022,10/20/22,17,ca0457f13fdf71974fb141cfac70d5d66d1fc72e,642b083a4382939d783b1a488b4d00e71c59d487,24,NA,NA,BLACK,NOT HISPANIC,MALE,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,603,6D,404600,136100,38.893,-76.947,603,6D,404600,136100,38.893,-76.947
Adult Arrest,2022,10/20/22,17,51270e9a047956b5ee115d89b9a99e74ce7d84f2,2b702e4f7496cf932b79411170ae7ae89e2f5025,21,NA,NA,BLACK,UNKNOWN,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,608,6D,407200,136700,38.898,-76.917,608,6D,407200,136700,38.898,-76.917
Adult Arrest,2022,10/20/22,18,0340a624c7eb36f72348c7c5ef68abd785776f11,188e291e768424afcbd626609f9e4685b8ac6dab,66,NA,NA,BLACK,NOT HISPANIC,MALE,Property Crimes,Unauthorized Use Of A Vehicle - Crime Of Violence,608,6D,407500,136300,38.895,-76.914,608,6D,407500,136300,38.895,-76.914
Adult Arrest,2022,10/20/22,19,d9c36b7964f9f6e84c48d5ee214f30a6ecdd9c7c,4a721e844b61b6b2daab5e9963d7d16f9ac865c1,55,NA,NA,BLACK,UNKNOWN,MALE,Release Violations/Fugitive (Warr),Fugitive From Justice,208,2D,397200,137800,38.909,-77.032,208,2D,397200,137800,38.909,-77.032
Adult Arrest,2022,10/20/22,19,97906bb999e45ceadc7db20fd66013b3b9bdb310,425949bd8b7e3f0f02cf4456c1fedcb8fc955c9b,24,507,5D,BLACK,NOT HISPANIC,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,507,5D,402300,136900,38.9,-76.973,507,5D,402300,136900,38.9,-76.974
Adult Arrest,2022,10/20/22,19,9de4707b3613ed3b46b45d52dc7047fc9b130441,15b5133724b0978f936d963460eb1be59e15759c,43,507,5D,BLACK,UNKNOWN,MALE,Release Violations/Fugitive (Warr),Fugitive From Justice,503,5D,402300,138500,38.914,-76.974,503,5D,402300,138500,38.914,-76.974
Adult Arrest,2022,10/20/22,20,d4b4c91c35360ff3fbd047c39cd40be0f07f8e37,526dd1f7159f257634b5ceba074a0bcd87b40186,41,NA,NA,BLACK,UNKNOWN,MALE,Disorderly Conduct,Urinating Or Defecating In Public,307,3D,397200,137700,38.908,-77.032,307,3D,397200,137700,38.908,-77.032
Adult Arrest,2022,10/20/22,21,0b328140929d4ee4071afb196fb66c652ac6dadc,5bac92c77e6c32d48ad7518f2d3e04282d23f000,30,NA,NA,BLACK,NOT HISPANIC,MALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),704,7D,401800,130700,38.844,-76.979,704,7D,401800,130700,38.844,-76.979
Adult Arrest,2022,10/20/22,21,e21b6440a2cea4fe883e54202f892320bca6b823,bffb7ef77b47e264f5a4779293fed0730e214278,20,NA,NA,BLACK,NOT HISPANIC,MALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",409,4D,397800,140000,38.928,-77.026,409,4D,397800,140000,38.928,-77.026
Adult Arrest,2022,10/20/22,21,a1270fef6d615906a0fcfb45d746aa20ffaa4447,0627df6e03d6ea192278b5d94c6251c89c371e72,29,NA,NA,WHITE,NOT HISPANIC,MALE,Release Violations/Fugitive (Warr),Fugitive From Justice,505,5D,401700,139700,38.925,-76.98,505,5D,401700,139700,38.925,-76.98
Adult Arrest,2022,10/20/22,21,0b328140929d4ee4071afb196fb66c652ac6dadc,043bf3751f48b65596f2b4cb1ffd1d8c76d5c31b,23,NA,NA,BLACK,NOT HISPANIC,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,704,7D,401800,130700,38.844,-76.979,704,7D,401800,130700,38.844,-76.979
Adult Arrest,2022,10/20/22,22,68be5622ff176a8bf4c3d46b90dbe2386b89b735,ad0e0dd3aa3a834a20af63963cd9f9b8f21e6244,31,NA,NA,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,606,6D,402600,132700,38.862,-76.97,606,6D,402600,132700,38.862,-76.97
Adult Arrest,2022,10/20/22,23,4a078717555bf5e74d14a152eaf4a32bfaeeef0b,0a972625a897e6539f9b03b5a0340288f99e954c,37,NA,NA,WHITE,UNKNOWN,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,103,1D,1209400,410000,40.974,-67.372,103,1D,397800,134900,38.885,-77.013
Adult Arrest,2022,10/20/22,23,1a3d31a32db37d35f3208886d4d3c216b0d801f4,574f145964c0cc29b182b2a30da399174370bffa,32,NA,NA,BLACK,NOT HISPANIC,FEMALE,Other Crimes,Unlawful Entry,703,7D,400400,132100,38.857,-76.995,703,7D,400400,132100,38.857,-76.995
Adult Arrest,2022,10/20/22,23,5df35f027a51db54b363414d512018e0ae6a34a5,3baaaacb5af41ed07675c8c065585341a7ded5a0,56,704,7D,BLACK,NOT HISPANIC,MALE,Theft,Theft Second Degree (all Other Larceny),406,4D,399800,143400,38.958,-77.002,406,4D,399800,143400,38.958,-77.002
Adult Arrest,2022,10/20/22,23,d082260e028901cb1f80a3ef7f8e992a7ce6763f,65ff7343370f34482baf9e72ae305ccd0b615d8b,24,NA,NA,BLACK,NOT HISPANIC,FEMALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",NA,,399900,128200,38.821,-77.001,708,7D,399900,128200,38.822,-77.001
Adult Arrest,2022,10/20/22,23,fd2c200755e9935cf343873fbff435601f64d7c9,5450f5a60fc45ea40c2b955e4b4677cd22a95e0c,26,706,7D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,NA,3D,1214200,421600,41.073,-67.3,308,3D,398300,138300,38.913,-77.019
Adult Arrest,2022,10/21/22,0,f51cb94f83146ffc2db86c3b5a54bdd19f7cc1e3,6c2c04108103e835e8c52ab6c1fb0d22b8b4031a,49,708,7D,BLACK,UNKNOWN,MALE,Simple Assault,Threats To Do Bodily Harm -misd,708,7D,399100,128500,38.825,-77.01,708,7D,399100,128500,38.825,-77.01
Adult Arrest,2022,10/21/22,2,8cc17e71e9560be91df07175e480808b0b805015,2b85dba30102195950848f0c9c984e9dbf0b4bb4,49,NA,NA,WHITE,UNKNOWN,MALE,Weapon Violations,Possession Of Unregistered Ammunition,208,2D,395800,137600,38.906,-77.048,208,2D,395800,137600,38.906,-77.048
Adult Arrest,2022,10/21/22,2,e68241968f1e8d33ee028412ab651e68f8ca88f4,1cba0e243db45f66e44f154c7ef9246540bf6120,25,NA,NA,BLACK,UNKNOWN,MALE,Other Crimes,Obstructing Preventing Interfg W/reports/reqsts For Assist Frm Law Enforce Med Prov Chil,706,7D,400200,128700,38.827,-76.997,706,7D,400200,128700,38.827,-76.997
Adult Arrest,2022,10/21/22,4,cadc16d8d06e05401fab8095debe1923ce3d6b8c,5cfe2a2a928b5452837a3cd032ceda068bd909eb,41,603,6D,WHITE,UNKNOWN,MALE,Simple Assault,Simple Assault,703,7D,400700,132100,38.857,-76.992,703,7D,400700,132100,38.857,-76.992
Adult Arrest,2022,10/21/22,4,fe795876fb93100fb81763dd4b41a2d00ad3c064,3a033251865dfab7dadbbd2c0d3a9d8e934fd3b8,40,601,6D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,601,6D,404400,137200,38.903,-76.949,601,6D,404400,137200,38.903,-76.949
Adult Arrest,2022,10/21/22,6,5289339906a39c76cab50ff295d4c4f697468325,37cf8e061dd2dd0a6180cfe9cdace8f88503b390,62,NA,NA,BLACK,UNKNOWN,MALE,Traffic Violations,No Permit,106,1D,401200,134700,38.88,-76.987,106,1D,401200,134700,38.88,-76.987
Adult Arrest,2022,10/21/22,6,cb20913a7c1f9bbada68e960792ba6e7cffec645,ac902d59c531ce4e5007416027bddac239234088,23,NA,NA,BLACK,NOT HISPANIC,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,606,6D,404500,132900,38.863,-76.948,608,6D,406500,136200,38.894,-76.925
Adult Arrest,2022,10/21/22,7,6580664ef32ce2d853d3865257e868452e8f3ffe,afe403c403691ba2c806cc32d602d1887768ea53,43,NA,NA,BLACK,NOT HISPANIC,MALE,Release Violations/Fugitive (Warr),Fugitive From Justice,107,1D,402000,135100,38.883,-76.976,107,1D,402000,135100,38.883,-76.976
Adult Arrest,2022,10/21/22,7,e40a76561a20af17ad4f615079ecfbfb194ee780,a42a9cd908a9b6edf79bdf6cbf67916afa8fdacd,52,NA,NA,BLACK,UNKNOWN,MALE,Burglary,Burglary One (B1),502,5D,399900,139700,38.925,-77.001,502,5D,399900,139700,38.925,-77.001
Adult Arrest,2022,10/21/22,8,0d27c08f216e165741b4988c92c5c5398568134d,2f7dbd8036bdb92d0d3657e3eb9bfc107620b342,26,105,1D,BLACK,NOT HISPANIC,FEMALE,Traffic Violations,No Permit,106,1D,400500,135100,38.884,-76.995,106,1D,400500,135100,38.884,-76.995
Adult Arrest,2022,10/21/22,8,1ddafde2d3009e446231f23bc961b2c6bc7cb638,08f2c3a000815126b3c66a149964d2ca1477574b,28,603,6D,BLACK,NOT HISPANIC,MALE,Release Violations/Fugitive (Warr),Fugitive From Justice,107,1D,402000,135100,38.883,-76.976,107,1D,402000,135100,38.883,-76.976
Adult Arrest,2022,10/21/22,8,b0f487d4eaa44d66e9cc9cf01dded57340d37fcf,f30fcf1c64111a5d637e12ace87eabe6f0e50461,22,NA,NA,BLACK,UNKNOWN,MALE,Homicide,Murder II,603,6D,404000,136000,38.892,-76.953,507,5D,402300,137100,38.902,-76.974
Adult Arrest,2022,10/21/22,8,144cb9e840b7f8b3195ab67c0c1d25901958e250,dfabb3210472c76e1e9b8ccde50f910322049957,24,NA,NA,BLACK,NOT HISPANIC,MALE,Release Violations/Fugitive (Warr),Fugitive From Justice,107,1D,402000,135100,38.883,-76.976,102,1D,398600,136300,38.894,-77.017
Adult Arrest,2022,10/21/22,9,6fcae56ef66f647db7abfb8a7bf10dafa361359d,742df5e4615efb3c66ddc32eee16990160a73037,55,NA,NA,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,207,2D,397100,137100,38.902,-77.033,207,2D,397000,137100,38.902,-77.035
Adult Arrest,2022,10/21/22,10,d7eb49c6d0733c88d6050e06f6b0fcf340f4826b,de284d83e5792db201f86c8c67b838d3f85b8d56,57,NA,NA,BLACK,UNKNOWN,MALE,Theft,Theft Second Degree (theft From Building),505,5D,400800,139200,38.921,-76.991,505,5D,400800,139200,38.921,-76.991
Adult Arrest,2022,10/21/22,11,0445deceb41d339ba9659eb7ce6613bb26b411ce,1ca6f0bc5ee9df1c721c3d06e0401aa4d976d2e5,32,706,7D,BLACK,UNKNOWN,MALE,Damage to Property,Destruction Of Property - Misd,706,7D,400300,129300,38.832,-76.997,706,7D,400300,129300,38.832,-76.997
Adult Arrest,2022,10/21/22,11,3da1a88de8e7f9be15cfb9088492cc92b4ace627,01ee641c992ed939593b4060d9c5eb306e240007,27,NA,NA,UNKNOWN,HISPANIC,MALE,Release Violations/Fugitive (Warr),Fugitive From Justice,301,3D,397200,138200,38.911,-77.032,301,3D,397200,138200,38.911,-77.032
Adult Arrest,2022,10/21/22,12,8c49551f6d82ff092a14605014de8ad4556f4078,09f9d78cd4e0c32a1a4d4bd6e3a7b82082693d8b,39,604,6D,BLACK,NOT HISPANIC,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),608,6D,407300,136400,38.895,-76.915,608,6D,407300,136400,38.895,-76.915
Adult Arrest,2022,10/21/22,12,b0e2c0bb626e857aaa367c0cc846169cfb597b2d,0ea4171475a38deb998a0dd177bef23a168aa46d,36,203,2D,BLACK,NOT HISPANIC,FEMALE,Other Crimes,Unlawful Entry,106,1D,400000,134300,38.876,-77,106,1D,400000,134300,38.876,-77
Adult Arrest,2022,10/21/22,12,fec64d6e367015a4a3a8f72b486ddbf708843a4e,7d612d633fba01497830d04a416006ea05484da1,38,608,6D,BLACK,UNKNOWN,FEMALE,Simple Assault,Threat To Kidnap Or Injure A Person,603,6D,404400,135100,38.884,-76.949,603,6D,404400,135100,38.884,-76.949
Adult Arrest,2022,10/21/22,13,7dae41ecf7297c378b46b7be56499dfc4a802cb8,0c8d045928335c3adcdf7db70eb287dfe39ac87d,31,701,7D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,607,6D,401600,133500,38.87,-76.981,607,6D,401600,133500,38.87,-76.981
Adult Arrest,2022,10/21/22,13,57783f17acd62145437706a1270cbff1fb186d14,0f96644ea6e8093e28d4e92555425d9ba9dc3b0f,23,NA,NA,BLACK,NOT HISPANIC,MALE,Narcotics,Poss W/i To Dist Marijuana-misd,703,7D,400600,131600,38.852,-76.993,703,7D,400600,131600,38.852,-76.993
Adult Arrest,2022,10/21/22,14,59503bc91f7b4464a11b257b25015e213aed3bda,7baeb6f445fa8b4df6787c8a540f98fbc79d7543,25,407,4D,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,407,4D,398800,141800,38.944,-77.013,407,4D,398800,141800,38.944,-77.013
Adult Arrest,2022,10/21/22,14,39b2c4b1ab3913cff5d8a8cbb63bb42eb9fb3e55,7ab82b565622c0d8c7e49c6c27f5ad1f7dbb7f10,28,NA,NA,BLACK,NOT HISPANIC,MALE,Theft,Theft Second Degree (theft From Building),302,3D,396700,140200,38.93,-77.038,302,3D,396700,140200,38.93,-77.038
Adult Arrest,2022,10/21/22,15,9f5ebf9a4582e85bd4752b0b2cc6df9b76ff6073,0e459e0d5b121f19b1ff04b4c38183269dbb1b2f,26,707,7D,BLACK,NOT HISPANIC,MALE,Offenses Against Family & Children,Contempt Of Cpo/tpo,707,7D,400000,131200,38.848,-77,707,7D,400000,131200,38.848,-77
Adult Arrest,2022,10/21/22,15,c0638cdd5495a8cca711b7a924a03eb91a33d71d,f9275b6b6c3e675319349db0f7faa152d0526413,41,504,5D,BLACK,NOT HISPANIC,MALE,Damage to Property,Destruction Of Property - Misd,502,5D,400300,139800,38.926,-76.997,502,5D,400300,139800,38.926,-76.997
Adult Arrest,2022,10/21/22,16,ab76ad6583f4f5cc2fee839ab94c30b828fb6a79,11f127d0e328c042f26f6ad07d9a04f3aaccf2f1,23,NA,NA,BLACK,UNKNOWN,MALE,Traffic Violations,Allow Operation W/improper Tags,403,4D,398100,143100,38.956,-77.022,403,4D,398000,143200,38.957,-77.023
Adult Arrest,2022,10/21/22,17,75a6340bb4688fbb738d95534074ed27182a4fc3,ac14482245822ca6dc8fbdb4802ec98a5436a76b,41,307,3D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,307,3D,397700,137600,38.906,-77.026,307,3D,397700,137600,38.906,-77.026
Adult Arrest,2022,10/21/22,17,75a6340bb4688fbb738d95534074ed27182a4fc3,f88de8ab69e32e735b32f0b75f6f7339bbe30184,28,307,3D,WHITE,HISPANIC,MALE,Simple Assault,Simple Assault,307,3D,397700,137600,38.906,-77.026,307,3D,397700,137600,38.906,-77.026
Adult Arrest,2022,10/21/22,17,2f54936c56397ca305afc32ee18baf6ed3537c10,2369440e3f5ee33840301fe95b21963007075601,21,704,7D,BLACK,NOT HISPANIC,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,707,7D,400200,130800,38.845,-76.998,707,7D,400200,130800,38.845,-76.998
Adult Arrest,2022,10/21/22,18,fbe3f1ccf8ee43b8d41998588bb8c17ede59312e,35a2c0660eba2b703c4538b6eb8254c71bab4af2,27,NA,NA,BLACK,NOT HISPANIC,MALE,Offenses Against Family & Children,"Lewd, Indecent, Or Obscene Acts (all Other Offenses)",303,3D,396400,139200,38.92,-77.042,303,3D,396400,139200,38.92,-77.042
Adult Arrest,2022,10/21/22,18,e9c5f887793813c28057a0c3ef05921237b25195,a6def8832842a42bce9fe809a0e341c6ad0afcdd,40,505,5D,BLACK,NOT HISPANIC,MALE,Burglary,Burglary One (B1),507,5D,401700,137100,38.902,-76.981,507,5D,401700,137100,38.902,-76.981
Adult Arrest,2022,10/21/22,18,6ad05dc5411ef34cd0baf956399e3ba0e8695007,16e565c99255b9801827bd0dcf0d14f362710e6f,18,NA,NA,UNKNOWN,HISPANIC,MALE,Assault on a Police Officer,Assault On A Police Officer (aggravated Assault),302,3D,397200,140300,38.93,-77.032,302,3D,397200,140300,38.93,-77.032
Adult Arrest,2022,10/21/22,19,6ad05dc5411ef34cd0baf956399e3ba0e8695007,9bed03ed7b981971e8127c20b0ab38fe1a9e594a,27,NA,NA,UNKNOWN,HISPANIC,MALE,Other Crimes,Obstructing Justice,302,3D,397200,140300,38.93,-77.032,302,3D,397200,140300,38.93,-77.032
Adult Arrest,2022,10/21/22,20,9cde3b1ebdb58f8d24c5db376c0b04f22baeba7b,3b2bca0a8f9e9fd89e67216e5bc24f909d657244,50,507,5D,BLACK,NOT HISPANIC,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,NA,,402300,139100,38.92,-76.973,503,5D,402400,139100,38.92,-76.972
Adult Arrest,2022,10/21/22,22,d9af5700bd7ea4ef730fa50d06eac009348368d8,3a179f3a1fa4303e01c5cecdea495abf6485500f,33,707,7D,UNKNOWN,UNKNOWN,MALE,Driving/Boating While Intoxicated,Driving Under The Influence Of Alcohol Or Drugs,NA,,402400,131500,38.851,-76.973,Unk,Unk,402400,131500,38.851,-76.973
Adult Arrest,2022,10/21/22,22,76f2735c18471a3577da4c5ca6826e425e314bda,5ab654351f2f084b9631c8d57b4e6e7614a3eefc,25,NA,NA,BLACK,NOT HISPANIC,MALE,Aggravated Assault,Aggravated Assault,408,4D,397000,140900,38.936,-77.035,408,4D,397000,140900,38.936,-77.035
Adult Arrest,2022,10/21/22,23,3de3998cbdb107d331ab245317b747703619f0b3,c9e8bc8249ec5e7323cbfda70d55d76ad175966f,33,407,4D,BLACK,HISPANIC,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,407,4D,399100,142700,38.952,-77.01,407,4D,399100,142700,38.952,-77.01
Adult Arrest,2022,10/21/22,23,6cf65683f76b1acaa0f5ff6aa1af72c3e3630843,60d5c1364757751600912710bdd419dd50a12698,52,607,6D,OTHER,UNKNOWN,MALE,Assault with a Dangerous Weapon,Assault W/i To Kill,106,1D,400400,135000,38.882,-76.995,106,1D,400800,134500,38.879,-76.991
